,year,Dem_candidate,Dem_votes,totalvotes,Rep_candidate,Rep_votes,Third_party_votes,state,Median income,Standard error,Population
175,1988,"DUKAKIS, MICHAEL",168936.0,365674.0,"BUSH, GEORGE H.W.",190412.0,6326.0,Montana,46898.0,1749.0,
176,1988,"DUKAKIS, MICHAEL",259235.0,661465.0,"BUSH, GEORGE H.W.",397956.0,4274.0,Nebraska,53075.0,2025.0,
177,1988,"DUKAKIS, MICHAEL",132738.0,343133.0,"BUSH, GEORGE H.W.",206040.0,4355.0,Nevada,59032.0,2017.0,
178,1988,"DUKAKIS, MICHAEL",163696.0,450525.0,"BUSH, GEORGE H.W.",281537.0,5292.0,New Hampshire,73044.0,2382.0,
179,1988,"DUKAKIS, MICHAEL",1320352.0,3099553.0,"BUSH, GEORGE H.W.",1743192.0,36009.0,New Jersey,76550.0,1388.0,
180,1988,"DUKAKIS, MICHAEL",244497.0,521387.0,"BUSH, GEORGE H.W.",270341.0,6549.0,New Mexico,40706.0,1757.0,
181,1988,"DUKAKIS, MICHAEL",3255487.0,6485683.0,"BUSH, GEORGE H.W.",2838414.0,391782.0,New York,60998.0,1409.0,
182,1988,"DUKAKIS, MICHAEL",890167.0,2134370.0,"BUSH, GEORGE H.W.",1237258.0,6945.0,North Carolina,51505.0,1131.0,
183,1988,"DUKAKIS, MICHAEL",127739.0,297261.0,"BUSH, GEORGE H.W.",166559.0,2963.0,North Dakota,50824.0,2129.0,
184,1988,"DUKAKIS, MICHAEL",1939629.0,4393585.0,"BUSH, GEORGE H.W.",2416549.0,37407.0,Ohio,58520.0,1342.0,
185,1988,"DUKAKIS, MICHAEL",483423.0,1171036.0,"BUSH, GEORGE H.W.",678367.0,9246.0,Oklahoma,49927.0,1595.0,
186,1988,"DUKAKIS, MICHAEL",616206.0,1201694.0,"BUSH, GEORGE H.W.",560126.0,25362.0,Oregon,58536.0,2426.0,
187,1988,"DUKAKIS, MICHAEL",2194944.0,4536251.0,"BUSH, GEORGE H.W.",2300087.0,41220.0,Pennsylvania,56414.0,1048.0,
188,1988,"DUKAKIS, MICHAEL",225123.0,404622.0,"BUSH, GEORGE H.W.",177761.0,1738.0,Rhode Island,62954.0,3342.0,
189,1988,"DUKAKIS, MICHAEL",370554.0,986009.0,"BUSH, GEORGE H.W.",606443.0,9012.0,South Carolina,53864.0,2426.0,
190,1988,"DUKAKIS, MICHAEL",145560.0,312991.0,"BUSH, GEORGE H.W.",165415.0,2016.0,South Dakota,47031.0,1483.0,
191,1988,"DUKAKIS, MICHAEL",679794.0,1636250.0,"BUSH, GEORGE H.W.",947233.0,9223.0,Tennessee,43997.0,2145.0,
192,1988,"DUKAKIS, MICHAEL",2352748.0,5427410.0,"BUSH, GEORGE H.W.",3036829.0,37833.0,Texas,52661.0,1228.0,
193,1988,"DUKAKIS, MICHAEL",207343.0,647008.0,"BUSH, GEORGE H.W.",428442.0,11223.0,Utah,55509.0,1918.0,
194,1988,"DUKAKIS, MICHAEL",115775.0,243328.0,"BUSH, GEORGE H.W.",124331.0,3222.0,Vermont,61152.0,2272.0,
195,1988,"DUKAKIS, MICHAEL",859799.0,2191609.0,"BUSH, GEORGE H.W.",1309162.0,22648.0,Virginia,68873.0,2783.0,
196,1988,"DUKAKIS, MICHAEL",933516.0,1865253.0,"BUSH, GEORGE H.W.",903835.0,27902.0,Washington,68196.0,2173.0,
197,1988,"DUKAKIS, MICHAEL",341016.0,653311.0,"BUSH, GEORGE H.W.",310065.0,2230.0,West Virginia,40827.0,1962.0,
198,1988,"DUKAKIS, MICHAEL",1126794.0,2191608.0,"BUSH, GEORGE H.W.",1047499.0,17315.0,Wisconsin,62391.0,2063.0,
199,1988,"DUKAKIS, MICHAEL",67113.0,176551.0,"BUSH, GEORGE H.W.",106867.0,2571.0,Wyoming,55733.0,2310.0,
200,1992,"CLINTON, BILL",690080.0,1688060.0,"BUSH, GEORGE H.W.",804283.0,193697.0,Alabama,46803.0,1919.0,
201,1992,"CLINTON, BILL",78294.0,258506.0,"BUSH, GEORGE H.W.",102000.0,78212.0,Alaska,75808.0,2096.0,
202,1992,"CLINTON, BILL",543050.0,1486975.0,"BUSH, GEORGE H.W.",572086.0,371839.0,Arizona,53241.0,1973.0,
203,1992,"CLINTON, BILL",505823.0,950653.0,"BUSH, GEORGE H.W.",337324.0,107506.0,Arkansas,43310.0,2535.0,
204,1992,"CLINTON, BILL",5121325.0,11131721.0,"BUSH, GEORGE H.W.",3630574.0,2379822.0,California,63297.0,1141.0,
205,1992,"CLINTON, BILL",629681.0,1569180.0,"BUSH, GEORGE H.W.",562850.0,376649.0,Colorado,58910.0,2668.0,
206,1992,"CLINTON, BILL",682318.0,1616156.0,"BUSH, GEORGE H.W.",578313.0,355525.0,Connecticut,74066.0,3576.0,
207,1992,"CLINTON, BILL",126054.0,289620.0,"BUSH, GEORGE H.W.",102313.0,61253.0,Delaware,64702.0,2526.0,
208,1992,"CLINTON, BILL",192619.0,227572.0,"BUSH, GEORGE H.W.",20698.0,14255.0,District Of Columbia,,,
