YEAR,DEM_CANDIDATE,DEM_VOTES,TOTALVOTES,REP_CANDIDATE,REP_VOTES,THIRD_PARTY_VOTES,STATE,MEDIAN_INCOME,STANDARD_ERROR,POPULATION,NETVOTES,WINNER,INCUMBENT,HOUSE,SENATE,DEM_SPENDING,REP_SPENDING,VEP_PCT_TURNOUT,TOTAL_ELIGIBLE_POPULATION,NET_VOTES_PCT
1988,"DUKAKIS, MICHAEL",422636.0,993044.0,"BUSH, GEORGE H.W.",554049.0,16359.0,Kansas,53933.0,2432.0,2461995.0,-131413.0,0,0,1,1,192357473.44,194168461.3,0.56,1774451.0,-0.13233351190883788
1988,"DUKAKIS, MICHAEL",670557.0,1225614.0,"BUSH, GEORGE H.W.",545355.0,9702.0,Iowa,51273.0,2274.0,2768393.0,125202.0,1,0,1,1,192357473.44,194168461.3,0.606,2021793.0,0.10215451194258551
1988,"DUKAKIS, MICHAEL",243569.0,555035.0,"BUSH, GEORGE H.W.",307131.0,4335.0,Maine,55697.0,1987.0,1203840.0,-63562.0,0,0,1,1,192357473.44,194168461.3,0.625,888612.0,-0.11451890421324781
1992,"CLINTON, BILL",621314.0,1462643.0,"BUSH, GEORGE H.W.",475757.0,365572.0,Oregon,57900.0,3698.0,2991755.0,145557.0,1,0,1,1,198998958.85,185460846.91,0.682,2144867.0,0.09951642335142614
1992,"CLINTON, BILL",189148.0,506318.0,"BUSH, GEORGE H.W.",175828.0,141342.0,Nevada,57866.0,1444.0,1351367.0,13320.0,1,0,1,1,198998958.85,185460846.91,0.539,940066.0,0.026307577451325056
1992,"CLINTON, BILL",209040.0,537215.0,"BUSH, GEORGE H.W.",202484.0,125691.0,New Hampshire,71518.0,3486.0,1117784.0,6556.0,1,0,1,1,198998958.85,185460846.91,0.661,814160.0,0.012203680090838864
1992,"CLINTON, BILL",1436206.0,3343594.0,"BUSH, GEORGE H.W.",1356865.0,550523.0,New Jersey,70727.0,1525.0,7880508.0,79341.0,1,0,1,1,198998958.85,185460846.91,0.619,5398559.0,0.023729256602326717
1992,"CLINTON, BILL",261617.0,569986.0,"BUSH, GEORGE H.W.",212824.0,95545.0,New Mexico,46897.0,2443.0,1595442.0,48793.0,1,0,1,1,198998958.85,185460846.91,0.531,1073421.0,0.08560385693683704
1992,"CLINTON, BILL",3346894.0,7079432.0,"BUSH, GEORGE H.W.",2041690.0,1690848.0,New York,56311.0,959.0,18246653.0,1305204.0,1,0,1,1,198998958.85,185460846.91,0.566,12227775.0,0.18436563837324801
1992,"CLINTON, BILL",1114042.0,2611850.0,"BUSH, GEORGE H.W.",1134661.0,363147.0,North Carolina,50363.0,1117.0,6897214.0,-20619.0,0,0,1,1,198998958.85,185460846.91,0.514,5077494.0,-0.007894404349407509
1992,"CLINTON, BILL",99168.0,308133.0,"BUSH, GEORGE H.W.",136244.0,72721.0,North Dakota,48890.0,1634.0,638223.0,-37076.0,0,0,1,1,198998958.85,185460846.91,0.666,462631.0,-0.12032466499855582
1992,"CLINTON, BILL",1984942.0,4939967.0,"BUSH, GEORGE H.W.",1894310.0,1060715.0,Ohio,56951.0,1065.0,11029431.0,90632.0,1,0,1,1,198998958.85,185460846.91,0.613,8063595.0,0.018346681263255404
1992,"CLINTON, BILL",473066.0,1390359.0,"BUSH, GEORGE H.W.",592929.0,324364.0,Oklahoma,45853.0,1950.0,3220517.0,-119863.0,0,0,1,1,198998958.85,185460846.91,0.606,2293931.0,-0.08621010832454064
1992,"CLINTON, BILL",213299.0,453365.0,"BUSH, GEORGE H.W.",131601.0,108465.0,Rhode Island,55189.0,2599.0,1012581.0,81698.0,1,0,1,1,198998958.85,185460846.91,0.628,721593.0,0.1802035887199056
